"DateTime","Daily new deaths","7MA"
"2021-01-08 00:00:00",19,17.142857142857142
"2021-01-09 00:00:00",0,17.142857142857142
"2021-01-10 00:00:00",0,17.142857142857142
"2021-01-11 00:00:00",48,17.714285714285715
"2021-01-12 00:00:00",14,17
"2021-01-13 00:00:00",17,16.714285714285715
"2021-01-14 00:00:00",17,16.428571428571427
"2021-01-15 00:00:00",15,15.857142857142858
"2021-01-16 00:00:00",0,15.857142857142858
"2021-01-17 00:00:00",0,15.857142857142858
"2021-01-18 00:00:00",42,15
"2021-01-19 00:00:00",19,15.714285714285714
"2021-01-20 00:00:00",15,15.428571428571429
"2021-01-21 00:00:00",14,15
"2021-01-22 00:00:00",12,14.571428571428571
"2021-01-23 00:00:00",0,14.571428571428571
"2021-01-24 00:00:00",0,14.571428571428571
"2021-01-25 00:00:00",40,14.285714285714286
"2021-01-26 00:00:00",9,12.857142857142858
"2021-01-27 00:00:00",17,13.142857142857142
"2021-01-28 00:00:00",15,13.285714285714286
"2021-01-29 00:00:00",5,12.285714285714286
"2021-01-30 00:00:00",0,12.285714285714286
"2021-01-31 00:00:00",0,12.285714285714286
"2021-02-01 00:00:00",30,10.857142857142858
"2021-02-02 00:00:00",7,10.571428571428571
"2021-02-03 00:00:00",9,9.428571428571429
"2021-02-04 00:00:00",12,9
"2021-02-05 00:00:00",10,9.714285714285714
"2021-02-06 00:00:00",0,9.714285714285714
"2021-02-07 00:00:00",0,9.714285714285714
"2021-02-08 00:00:00",20,8.285714285714286
"2021-02-09 00:00:00",6,8.142857142857142
"2021-02-10 00:00:00",3,7.285714285714286
"2021-02-11 00:00:00",9,6.857142857142857
"2021-02-12 00:00:00",4,6
"2021-02-13 00:00:00",0,6
"2021-02-14 00:00:00",0,6
"2021-02-15 00:00:00",16,5.428571428571429
"2021-02-16 00:00:00",7,5.571428571428571
"2021-02-17 00:00:00",8,6.285714285714286
"2021-02-18 00:00:00",11,6.571428571428571
"2021-02-19 00:00:00",7,7
"2021-02-20 00:00:00",0,7
"2021-02-21 00:00:00",0,7
"2021-02-22 00:00:00",19,7.428571428571429
"2021-02-23 00:00:00",3,6.857142857142857
"2021-02-24 00:00:00",8,6.857142857142857
"2021-02-25 00:00:00",3,5.714285714285714
"2021-02-26 00:00:00",4,5.285714285714286
"2021-02-27 00:00:00",0,5.285714285714286
"2021-02-28 00:00:00",0,5.285714285714286
"2021-03-01 00:00:00",12,4.285714285714286
"2021-03-02 00:00:00",8,5
"2021-03-03 00:00:00",4,4.428571428571429
"2021-03-04 00:00:00",5,4.714285714285714
"2021-03-05 00:00:00",4,4.714285714285714
"2021-03-06 00:00:00",0,4.714285714285714
"2021-03-07 00:00:00",0,4.714285714285714
"2021-03-08 00:00:00",0,3
"2021-03-09 00:00:00",15,4
"2021-03-10 00:00:00",0,3.4285714285714284
"2021-03-11 00:00:00",0,2.7142857142857144
"2021-03-12 00:00:00",14,4.142857142857143
"2021-03-13 00:00:00",0,4.142857142857143
"2021-03-14 00:00:00",0,4.142857142857143
"2021-03-15 00:00:00",0,4.142857142857143
"2021-03-16 00:00:00",24,5.428571428571429
"2021-03-17 00:00:00",0,5.428571428571429
"2021-03-18 00:00:00",0,5.428571428571429
"2021-03-19 00:00:00",10,4.857142857142857
"2021-03-20 00:00:00",0,4.857142857142857
"2021-03-21 00:00:00",0,4.857142857142857
"2021-03-22 00:00:00",0,4.857142857142857
"2021-03-23 00:00:00",12,3.142857142857143
"2021-03-24 00:00:00",0,3.142857142857143
"2021-03-25 00:00:00",0,3.142857142857143
"2021-03-26 00:00:00",23,5
"2021-03-27 00:00:00",0,5
"2021-03-28 00:00:00",0,5
"2021-03-29 00:00:00",0,5
"2021-03-30 00:00:00",26,7
"2021-03-31 00:00:00",0,7
"2021-04-01 00:00:00",0,7
"2021-04-02 00:00:00",0,3.7142857142857144
"2021-04-03 00:00:00",0,3.7142857142857144
"2021-04-04 00:00:00",0,3.7142857142857144
"2021-04-05 00:00:00",0,3.7142857142857144
"2021-04-06 00:00:00",43,6.142857142857143
"2021-04-07 00:00:00",0,6.142857142857143
"2021-04-08 00:00:00",0,6.142857142857143
"2021-04-09 00:00:00",18,8.714285714285714
"2021-04-10 00:00:00",0,8.714285714285714
"2021-04-11 00:00:00",0,8.714285714285714
"2021-04-12 00:00:00",0,8.714285714285714
"2021-04-13 00:00:00",26,6.285714285714286
"2021-04-14 00:00:00",0,6.285714285714286
"2021-04-15 00:00:00",21,9.285714285714286
"2021-04-16 00:00:00",6,7.571428571428571
"2021-04-17 00:00:00",0,7.571428571428571
"2021-04-18 00:00:00",0,7.571428571428571
"2021-04-19 00:00:00",28,11.571428571428571
"2021-04-20 00:00:00",5,8.571428571428571
"2021-04-21 00:00:00",11,10.142857142857142
"2021-04-22 00:00:00",10,8.571428571428571
"2021-04-23 00:00:00",11,9.285714285714286
"2021-04-24 00:00:00",7,10.285714285714286
"2021-04-25 00:00:00",0,10.285714285714286
"2021-04-26 00:00:00",25,9.857142857142858
"2021-04-27 00:00:00",18,11.714285714285714
"2021-04-28 00:00:00",16,12.428571428571429
"2021-04-29 00:00:00",15,13.142857142857142
"2021-04-30 00:00:00",14,13.571428571428571
"2021-05-01 00:00:00",0,12.571428571428571
"2021-05-02 00:00:00",0,12.571428571428571
"2021-05-03 00:00:00",59,17.428571428571427
"2021-05-04 00:00:00",20,17.714285714285715
"2021-05-05 00:00:00",16,17.714285714285715
"2021-05-06 00:00:00",15,17.714285714285715
"2021-05-07 00:00:00",24,19.142857142857142
"2021-05-08 00:00:00",0,19.142857142857142
"2021-05-09 00:00:00",0,19.142857142857142
"2021-05-10 00:00:00",65,20
"2021-05-11 00:00:00",26,20.857142857142858
"2021-05-12 00:00:00",26,22.285714285714285
"2021-05-13 00:00:00",32,24.714285714285715
